numer_sta;date;pmer;tend;cod_tend;dd;ff;t;td;u;vv;ww;w1;w2;n;nbas;hbas;cl;cm;ch;pres;niv_bar;geop;tend24;tn12;tn24;tx12;tx24;tminsol;sw;tw;raf10;rafper;per;etat_sol;ht_neige;ssfrai;perssfrai;rr1;rr3;rr6;rr12;rr24;phenspe1;phenspe2;phenspe3;phenspe4;nnuage1;ctype1;hnuage1;nnuage2;ctype2;hnuage2;nnuage3;ctype3;hnuage3;nnuage4;ctype4;hnuage4;
07222;20250101000000;102770;-170;8;170;5.200000;278.150000;276.950000;92;19700;0;mq;mq;mq;3;800;mq;mq;mq;102440;mq;mq;-390;mq;mq;mq;mq;277.350000;mq;mq;7.200000;8.500000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;3;mq;810;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07240;20250101000000;102940;-120;8;220;4.400000;276.950000;276.050000;94;16640;0;mq;mq;100;8;250;mq;mq;mq;101530;mq;mq;-230;mq;mq;mq;mq;278.450000;mq;mq;7.000000;7.300000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;210;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07255;20250101000000;103090;-120;6;0;0.000000;272.750000;272.750000;100;230;49;mq;mq;mq;mq;mq;mq;mq;mq;100980;mq;mq;-200;mq;mq;mq;mq;276.150000;mq;mq;3.300000;3.900000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;-0.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07280;20250101000000;103240;-100;8;200;2.200000;271.850000;271.850000;100;240;49;mq;mq;101;9;30;mq;mq;mq;100440;mq;mq;-100;mq;mq;mq;mq;275.250000;mq;mq;3.900000;5.000000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07299;20250101000000;103250;-20;8;170;2.300000;269.350000;268.550000;94;740;48;mq;mq;mq;0;mq;mq;mq;mq;99760;mq;mq;-130;mq;mq;mq;mq;274.850000;mq;mq;3.500000;3.500000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07314;20250101000000;103000;-50;8;130;4.700000;278.450000;276.450000;87;mq;mq;2;mq;mq;mq;mq;mq;mq;mq;102710;mq;mq;-210;mq;mq;mq;mq;mq;mq;mq;6.900000;8.000000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07335;20250101000000;103060;0;0;210;4.100000;275.650000;275.350000;98;9820;0;mq;mq;100;8;150;mq;mq;mq;101550;mq;mq;-150;mq;mq;mq;mq;279.150000;mq;mq;6.100000;6.700000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;120;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07434;20250101000000;103150;-40;8;110;1.400000;274.350000;273.050000;91;11960;0;mq;mq;mq;0;mq;mq;mq;mq;98140;mq;mq;-70;mq;mq;mq;mq;273.650000;mq;mq;2.500000;3.600000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07460;20250101000000;103300;-90;8;110;0.700000;268.350000;267.850000;96;110;49;mq;mq;101;9;30;mq;mq;mq;99060;mq;mq;-60;mq;mq;mq;mq;269.850000;mq;mq;1.700000;1.800000;-10;5;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07471;20250101000000;mq;-60;8;240;1.200000;268.950000;266.050000;80;20000;0;mq;mq;mq;0;mq;mq;mq;mq;93240;92500;896;40;mq;mq;mq;mq;269.350000;mq;mq;2.000000;2.700000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07481;20250101000000;103360;-90;8;140;3.700000;271.450000;271.150000;98;150;49;4;4;101;9;mq;62;61;60;100300;mq;mq;-20;mq;mq;mq;mq;mq;mq;mq;5.300000;5.300000;-10;4;0.000000;0.000000;-60;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;9;59;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07510;20250101000000;103150;-80;5;150;2.800000;273.050000;273.050000;100;300;49;mq;mq;101;9;30;mq;mq;mq;102530;mq;mq;-100;mq;mq;mq;mq;275.250000;mq;mq;4.600000;4.900000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07535;20250101000000;103280;-30;8;180;0.800000;269.850000;269.550000;98;200;49;mq;mq;101;9;30;mq;mq;mq;99940;mq;mq;-50;mq;mq;mq;mq;274.850000;mq;mq;1.700000;2.700000;-10;5;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07558;20250101000000;103290;-30;8;30;2.000000;275.150000;270.850000;73;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;94630;mq;mq;90;mq;mq;mq;mq;271.150000;mq;mq;2.600000;2.600000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07577;20250101000000;103410;-20;8;110;0.500000;272.750000;272.650000;99;190;49;mq;mq;mq;mq;mq;mq;mq;mq;102460;mq;mq;70;mq;mq;mq;mq;275.150000;mq;mq;1.100000;1.600000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07591;20250101000000;mq;20;8;40;3.500000;275.350000;266.950000;54;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;92920;92500;911;60;mq;274.650000;mq;285.350000;mq;mq;mq;8.600000;8.600000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07607;20250101000000;103150;-30;8;90;3.200000;274.250000;274.250000;100;290;45;mq;mq;101;9;30;mq;mq;mq;102400;mq;mq;-50;mq;mq;mq;mq;278.550000;mq;mq;4.400000;5.100000;-10;mq;0.010000;mq;mq;0.000000;0.000000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07621;20250101000000;103150;-90;8;160;2.400000;273.550000;271.950000;89;19850;0;mq;mq;mq;0;mq;mq;mq;mq;98600;mq;mq;-40;mq;mq;mq;mq;268.650000;mq;mq;3.100000;3.500000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07627;20250101000000;103230;80;8;210;0.500000;272.350000;269.850000;83;20000;0;mq;mq;0;0;mq;mq;mq;mq;98030;mq;mq;-20;mq;269.650000;mq;286.650000;mq;mq;mq;1.800000;4.100000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07630;20250101000000;103200;-90;8;130;2.200000;275.350000;275.250000;99;170;45;mq;mq;101;9;30;mq;mq;mq;101310;mq;mq;-30;mq;mq;mq;mq;277.450000;mq;mq;3.000000;3.500000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07643;20250101000000;103330;0;0;20;2.700000;276.950000;276.050000;94;8720;0;mq;mq;100;8;800;mq;mq;mq;103230;mq;mq;150;mq;mq;mq;mq;273.550000;mq;mq;3.600000;5.300000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;870;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07650;20250101000000;103290;-10;0;180;1.100000;278.750000;277.750000;93;1610;10;mq;mq;100;8;800;mq;mq;mq;102890;mq;mq;150;mq;mq;mq;mq;275.250000;mq;mq;1.900000;2.900000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;900;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07661;20250101000000;mq;mq;mq;80;1.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;2.500000;2.500000;-10;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07690;20250101000000;103240;-20;8;330;5.800000;282.250000;276.850000;69;30000;1;2;2;60;5;mq;35;20;10;102920;mq;mq;110;mq;mq;mq;mq;281.150000;mq;mq;7.300000;8.700000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;5;6;1100;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07747;20250101000000;103270;0;0;240;1.200000;282.250000;280.850000;91;14060;0;mq;mq;100;8;800;mq;mq;mq;102720;mq;mq;130;mq;mq;mq;mq;282.050000;mq;mq;1.600000;1.900000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;810;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07761;20250101000000;103290;30;0;60;3.200000;282.250000;279.650000;84;37400;0;mq;mq;100;8;800;mq;mq;mq;103180;mq;mq;160;mq;mq;mq;mq;279.650000;mq;mq;6.500000;6.500000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;900;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07790;20250101000000;103260;0;0;240;3.600000;281.650000;278.750000;82;35840;0;mq;mq;mq;1;800;mq;mq;mq;103110;mq;mq;140;mq;mq;mq;mq;281.150000;mq;mq;5.700000;5.700000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;mq;960;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61968;20250101000000;101070;170;8;70;2.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101020;mq;mq;-20;mq;mq;mq;mq;mq;mq;mq;mq;6.800000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61970;20250101000000;101100;100;6;20;1.600000;301.950000;298.550000;82;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100990;mq;mq;-70;mq;299.250000;mq;305.250000;mq;mq;mq;mq;3.400000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;12.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61972;20250101000000;101140;120;8;130;1.200000;300.350000;297.850000;86;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101070;mq;mq;-60;mq;300.050000;mq;305.550000;mq;mq;mq;mq;2.400000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61976;20250101000000;101210;100;6;120;6.400000;299.550000;296.450000;83;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101120;mq;mq;-30;mq;298.850000;mq;305.150000;mq;mq;mq;mq;10.200000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;1.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61980;20250101000000;101420;-90;8;160;3.900000;297.450000;294.550000;84;60000;0;mq;mq;100;3;1250;mq;mq;mq;101270;mq;mq;-10;mq;mq;mq;mq;mq;mq;mq;5.400000;8.100000;-10;mq;mq;mq;mq;-0.100000;-0.100000;-0.100000;4.300000;4.300000;mq;mq;mq;mq;3;mq;1320;5;mq;1560;8;mq;1860;mq;mq;mq;
61996;20250101000000;101450;60;3;220;4.800000;285.450000;281.150000;75;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101100;mq;mq;360;mq;282.750000;mq;292.350000;mq;mq;mq;mq;8.300000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;8.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61997;20250101000000;100960;440;8;360;10.700000;278.850000;278.450000;97;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;99180;mq;mq;-650;mq;277.950000;mq;280.550000;mq;mq;mq;mq;14.300000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61998;20250101000000;100160;80;3;280;8.700000;275.650000;273.750000;87;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;99790;mq;mq;230;mq;mq;mq;mq;mq;mq;mq;mq;13.900000;-10;mq;mq;mq;mq;0.000000;mq;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
67005;20250101000000;101110;-160;6;360;1.100000;299.450000;297.850000;91;14060;0;mq;mq;mq;0;mq;mq;mq;mq;101030;mq;mq;-60;mq;mq;mq;mq;mq;mq;mq;2.300000;4.100000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.200000;20.700000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
71805;20250101000000;101910;30;3;140;8.000000;277.550000;277.250000;98;2470;61;mq;mq;100;8;150;mq;mq;mq;101820;mq;mq;-440;mq;mq;mq;mq;276.550000;mq;mq;13.100000;18.100000;-10;mq;mq;mq;mq;1.400000;1.400000;1.400000;1.400000;1.400000;mq;mq;mq;mq;7;mq;150;8;mq;270;mq;mq;mq;mq;mq;mq;
78890;20250101000000;mq;140;2;10;4.800000;297.650000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101040;mq;mq;50;mq;297.150000;mq;302.750000;mq;mq;mq;mq;mq;-10;mq;mq;mq;mq;0.200000;0.200000;0.200000;0.200000;2.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78897;20250101000000;101380;160;1;40;1.200000;296.250000;293.350000;84;55530;mq;mq;mq;mq;mq;mq;mq;mq;mq;101290;mq;mq;40;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;-0.100000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78922;20250101000000;101390;170;3;90;5.300000;299.350000;292.750000;67;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100940;mq;mq;50;mq;298.550000;mq;302.050000;mq;mq;mq;7.400000;7.400000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78925;20250101000000;101330;180;3;80;1.600000;296.850000;292.750000;78;50020;0;mq;mq;mq;4;80;mq;mq;mq;101240;mq;mq;40;303.450000;mq;303.450000;mq;mq;mq;mq;2.400000;2.900000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;-0.100000;-0.100000;mq;mq;mq;mq;1;mq;90;4;mq;1110;mq;mq;mq;mq;mq;mq;
81401;20250101000000;101080;180;3;130;1.100000;298.050000;297.050000;94;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101020;mq;mq;-30;mq;296.550000;mq;304.150000;mq;mq;mq;2.400000;2.600000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;3.400000;3.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81405;20250101000000;101100;150;3;0;0.000000;297.750000;297.750000;100;24550;0;mq;mq;100;6;800;mq;mq;mq;101010;mq;mq;-20;299.550000;mq;299.550000;mq;299.250000;mq;mq;0.700000;1.500000;-10;mq;mq;mq;mq;0.000000;0.000000;-0.100000;31.700000;45.500000;mq;mq;mq;mq;3;mq;600;4;mq;810;5;mq;990;mq;8;mq;
81415;20250101000000;101170;170;3;100;0.900000;298.050000;297.050000;94;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;99950;mq;mq;20;mq;mq;mq;mq;mq;mq;mq;2.000000;2.000000;-10;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
89642;20250101000000;97870;100;3;110;17.000000;274.050000;272.150000;87;2000;71;7;7;100;8;150;37;61;60;97350;mq;mq;mq;273.150000;mq;274.650000;mq;mq;mq;mq;28.800000;28.800000;-60;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;7;7;90;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07005;20250101030000;102040;-150;7;190;2.700000;280.150000;277.650000;84;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;101150;mq;mq;-840;mq;mq;mq;mq;277.250000;mq;mq;10.500000;10.500000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;-0.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07015;20250101030000;101950;-110;6;200;9.900000;280.150000;277.750000;85;40750;0;mq;mq;100;8;450;mq;mq;mq;101370;mq;mq;-950;mq;mq;mq;mq;277.250000;mq;mq;14.500000;16.600000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;5;mq;510;6;mq;660;6;mq;810;mq;mq;mq;
07020;20250101030000;101730;-250;7;200;13.200000;284.350000;282.650000;89;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101620;mq;mq;-970;mq;mq;mq;mq;mq;mq;mq;18.800000;19.900000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07027;20250101030000;102130;-200;8;200;10.700000;281.450000;278.750000;83;39910;0;mq;mq;100;8;450;mq;mq;mq;101310;mq;mq;-760;mq;mq;mq;mq;280.050000;mq;mq;15.400000;15.400000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;mq;510;8;mq;1050;mq;mq;mq;mq;mq;mq;
07037;20250101030000;102320;-170;6;200;9.200000;278.550000;277.050000;90;31670;0;mq;mq;100;8;450;mq;mq;mq;100380;mq;mq;-620;mq;mq;mq;mq;278.450000;mq;mq;13.100000;14.700000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;360;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07072;20250101030000;102560;-150;8;190;2.700000;276.550000;275.550000;93;20000;0;mq;mq;100;8;250;mq;mq;mq;101370;mq;mq;-570;mq;mq;mq;mq;275.750000;mq;mq;5.300000;6.700000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;-0.100000;mq;mq;mq;mq;8;mq;210;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07110;20250101030000;102040;-180;7;220;10.500000;284.650000;282.050000;84;19700;0;mq;mq;100;8;450;mq;mq;mq;100850;mq;mq;-740;mq;mq;mq;mq;282.850000;mq;mq;15.200000;16.300000;-10;1;0.000000;mq;mq;0.000000;-0.100000;-0.100000;-0.100000;0.200000;mq;mq;mq;mq;2;mq;390;7;mq;630;8;mq;1050;mq;mq;mq;
07117;20250101030000;101870;-240;6;220;10.400000;285.050000;281.750000;80;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101170;mq;mq;-890;mq;mq;mq;mq;mq;mq;mq;17.700000;20.800000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07130;20250101030000;102410;-180;6;190;5.500000;280.650000;279.550000;93;60000;0;mq;mq;100;8;250;mq;mq;mq;101950;mq;mq;-630;mq;mq;mq;mq;280.350000;mq;mq;9.200000;10.300000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;-0.100000;mq;mq;mq;mq;4;mq;270;8;mq;1140;mq;mq;mq;mq;mq;mq;
